0.62	0	0	0	0	0	0
0.64	0	0	0	0	0	0
0.66	0	0	0	0	0	0
0.68	0	0	0	0	0	0
0.7	10.916	7.072	7.991	9.507	10.11	12.514
0.72	10.89	7.054	7.971	9.484	10.099	12.495
0.74	10.873	7.043	7.957	9.468	10.097	12.487
0.76	10.864	7.036	7.949	9.46	10.101	12.488
0.78	10.862	7.035	7.947	9.458	10.113	12.497
0.8	10.868	7.038	7.95	9.463	10.131	12.515
0.82	10.881	7.045	7.957	9.473	10.154	12.539
0.84	10.899	7.057	7.97	9.489	10.183	12.571
0.86	10.923	7.072	7.986	9.509	10.218	12.608
0.88	10.953	7.09	8.006	9.535	10.256	12.652
0.9	0	0	0	0	0	0
0.92	0	0	0	0	0	0
0.94	0	0	0	0	0	0
0.96	0	0	0	0	0	0
0.98	0	0	0	0	0	0
1	0	0	0	0	0	0
