0.52	2.926	0.54	-0.194	-0.618	-2.396	-2.998
0.53	2.918	0.54	-0.187	-0.596	-2.329	-2.924
0.54	2.912	0.539	-0.179	-0.575	-2.264	-2.853
0.55	2.906	0.539	-0.171	-0.555	-2.201	-2.784
0.56	2.902	0.539	-0.164	-0.535	-2.14	-2.717
0.57	2.899	0.539	-0.157	-0.516	-2.081	-2.652
0.58	2.897	0.54	-0.15	-0.497	-2.023	-2.59
0.59	2.895	0.54	-0.143	-0.478	-1.967	-2.529
0.6	2.895	0.541	-0.137	-0.46	-1.912	-2.47
0.61	2.895	0.542	-0.13	-0.443	-1.859	-2.412
0.62	2.896	0.543	-0.124	-0.426	-1.807	-2.356
0.63	2.898	0.544	-0.118	-0.409	-1.757	-2.302
0.64	2.9	0.545	-0.112	-0.392	-1.707	-2.249
0.65	2.903	0.546	-0.106	-0.376	-1.659	-2.197
0.66	2.907	0.548	-0.1	-0.361	-1.612	-2.147
0.67	2.911	0.549	-0.095	-0.345	-1.566	-2.098
0.68	2.916	0.551	-0.089	-0.33	-1.521	-2.05
0.69	2.921	0.553	-0.083	-0.316	-1.477	-2.003
0.7	2.927	0.554	-0.078	-0.301	-1.435	-1.957
