14.9	-0.23	-0.666	-0.744	-1.302	-1.997	-2.319
14.95	-0.231	-0.668	-0.747	-1.307	-2.003	-2.327
15	-0.232	-0.67	-0.749	-1.311	-2.01	-2.335
15.05	-0.232	-0.673	-0.752	-1.315	-2.017	-2.343
15.1	-0.233	-0.675	-0.754	-1.32	-2.023	-2.351
15.15	-0.234	-0.677	-0.757	-1.324	-2.03	-2.385
15.2	-0.235	-0.679	-0.759	-1.328	-2.037	-2.366
15.25	-0.236	-0.681	-0.762	-1.333	-2.044	-2.374
15.3	-0.236	-0.684	-0.764	-1.337	-2.05	-2.382
15.35	-0.237	-0.686	-0.767	-1.342	-2.057	-2.39
15.4	-0.238	-0.688	-0.769	-1.346	-2.064	-2.397
15.45	-0.239	-0.69	-0.772	-1.35	-2.07	-2.405
15.5	-0.239	-0.693	-0.774	-1.355	-2.077	-2.413
15.55	-0.24	-0.695	-0.777	-1.359	-2.084	-2.421
15.6	-0.241	-0.697	-0.779	-1.363	-2.09	-2.428
15.65	-0.242	-0.699	-0.782	-1.368	-2.097	-2.436
15.7	-0.242	-0.702	-0.784	-1.372	-2.104	-2.444
15.75	-0.243	-0.704	-0.787	-1.377	-2.111	-2.452
15.8	-0.244	-0.706	-0.789	-1.381	-2.117	-2.46
15.85	-0.245	-0.708	-0.792	-1.385	-2.124	-2.467
15.9	-0.246	-0.711	-0.794	-1.39	-2.131	-2.475
15.95	-0.246	-0.713	-0.797	-1.394	-2.137	-2.483
16	-0.247	-0.715	-0.799	-1.398	-2.144	-2.491
16.05	-0.248	-0.717	-0.802	-1.403	-2.151	-2.499
16.1	-0.249	-0.719	-0.804	-1.407	-2.157	-2.514
16.15	-0.249	-0.722	-0.807	-1.412	-2.164	-2.614
16.2	-0.25	-0.724	-0.809	-1.416	-2.171	-2.522
