2	0	0	0	0	0	0
3	0	0	0	0	0	0
4	0	0	0	0	0	0
5	0	0	0	0	0	0
6	0.005	-1.189	-0.258	-0.222	-0.729	-0.515
7	-0.007	-1.114	-0.244	-0.213	-0.692	-0.499
8	-0.017	-1.071	-0.235	-0.209	-0.673	-0.495
9	-0.025	-1.048	-0.232	-0.208	-0.666	-0.499
10	-0.034	-1.041	-0.231	-0.21	-0.668	-0.509
11	-0.041	-1.044	-0.233	-0.214	-0.675	-0.522
12	-0.049	-1.055	-0.236	-0.219	-0.688	-0.538
13	-0.056	-1.072	-0.24	-0.225	-0.704	-0.557
14	-0.063	-1.094	-0.246	-0.232	-0.723	-0.577
15	-0.07	-1.12	-0.253	-0.24	-0.744	-0.599
16	-0.077	-1.149	-0.26	-0.248	-0.767	-0.622
17	0	0	0	0	0	0
18	0	0	0	0	0	0
19	0	0	0	0	0	0
20	0	0	0	0	0	0
