0	0	0	0	0	0	0
0.02	-0.006	-0.013	0.006	-0.011	-0.003	-0.013
0.04	-0.008	-0.022	0.012	-0.02	-0.006	-0.026
0.06	-0.006	-0.029	0.019	-0.029	-0.009	-0.039
0.08	-0.002	-0.033	0.027	-0.036	-0.011	-0.051
0.1	0.006	-0.035	0.036	-0.043	-0.014	-0.062
0.12	0.018	-0.033	0.045	-0.048	-0.017	-0.074
0.14	0.033	-0.028	0.055	-0.053	-0.019	-0.084
0.16	0.051	-0.021	0.066	-0.056	-0.021	-0.095
0.18	0.073	-0.011	0.078	-0.058	-0.024	-0.105
0.2	0.098	0.003	0.091	-0.06	-0.026	-0.114
0.22	0.126	0.019	0.104	-0.06	-0.028	-0.123
0.24	0.158	0.038	0.119	-0.06	-0.03	-0.132
0.26	0.193	0.059	0.134	-0.058	-0.032	-0.14
0.28	0.232	0.084	0.149	-0.055	-0.034	-0.148
0.3	0.274	0.112	0.166	-0.051	-0.036	-0.155
0.32	0.32	0.142	0.183	-0.047	-0.037	-0.162
0.34	0.368	0.175	0.201	-0.041	-0.039	-0.169
0.36	0.421	0.212	0.22	-0.034	-0.04	-0.175
0.38	0.476	0.251	0.24	-0.026	-0.042	-0.181
0.4	0.536	0.293	0.26	-0.017	-0.043	-0.186
