14.9	-2.856	-2.955	-3.436	-3.647	-3.928	4.056
14.95	-2.866	-2.965	-3.448	-3.659	-3.941	-4.07
15	-2.875	-2.975	-3.459	-3.671	-3.955	4.083
15.05	-2.885	-2.085	-3.471	-3.683	-3.968	4.097
15.1	-2.895	-2.995	-3.482	-3.695	-3.981	-4.111
15.15	-2.904	-3.005	-3.494	-3.708	-3.994	-4.124
15.2	-2.914	-3.014	-3.506	-3.72	-4.007	-4.138
15.25	-2.923	-3.024	-3.517	-3.732	-4.021	-4.151
15.3	-2.933	-3.034	-3.529	-3.744	-4.034	-4.165
15.35	-2.942	-3.044	-3.54	-3.757	-4.047	-4.179
15.4	-2.952	-3.054	-3.352	-3.769	-4.06	-4.192
15.45	-2.962	-3.064	-3.563	-3.781	-4.073	-4.206
15.5	-2.971	-3.074	-3.575	-3.793	-4.086	-4.219
15.55	-2.981	-3.084	-3.586	-3.806	-4.1	-4.233
15.6	-2.99	-3.094	-3.598	-3.818	-4.113	-4.247
15.65	-3	-3.104	-3.609	-3.83	-4.126	-4.26
15.7	-3.01	-3.114	-3.621	-3.842	-4.139	-4.274
15.75	-3.019	-3.124	-3.632	-3.855	-4.152	-4.288
15.8	-3.029	-3.133	-3.644	-3.867	-4.166	-4.301
15.85	-3.038	-3.143	-3.655	-3.879	-4.179	-4.315
15.9	-3.048	-3.153	-3.667	-3.891	-4.192	-4.328
15.95	-3.057	-3.163	-3.678	-3.904	-4.205	-4.342
16	-3.067	-3.173	-3.69	-3.916	-4.218	-4.356
16.05	-3.077	-3.183	-3.702	-3.928	-4.232	-4.369
16.1	-3.086	-3.193	-3.713	-3.94	-4.245	-4.383
16.15	-3.096	-3.203	-3.725	-3.952	-4.258	-4.396
16.2	-3.105	-3.213	-3.736	-3.965	-4.271	-4.41
