2	1.25	1.051	0.78	0	0	0
3	0.934	0.774	0.565	0	0	0
4	0.806	0.657	0.471	0.14	0.022	-0.006
5	0.753	0.605	0.426	0.117	0.011	-0.015
6	0.738	0.585	0.404	0.102	0.002	-0.023
7	0.745	0.583	0.397	0.093	-0.005	-0.03
8	0.765	0.593	0.398	0.086	-0.011	-0.037
9	0.794	0.61	0.405	0.081	-0.017	-0.043
10	0.829	0.633	0.416	0.078	-0.022	-0.049
11	0.868	0.659	0.429	0.076	-0.028	-0.056
12	0.912	0.688	0.445	0.075	-0.032	-0.062
13	0.957	0.72	0.463	0.074	-0.037	-0.068
14	1.005	0.753	0.482	0.074	-0.042	-0.074
15	1.055	0.788	0.502	0.074	-0.046	-0.08
16	1.106	0.824	0.523	0.075	-0.051	-0.085
17	1.158	0.861	0.545	0	0	0
18	1.211	0.899	0.567	0	0	0
19	1.264	0.937	0.59	0	0	0
20	1.319	0.976	0.613	0	0	0
