2.2	2.78	2.605	2.405	1.736	1.214	0.922
2.4	2.72	2.547	2.354	1.706	1.205	0.924
2.6	2.683	2.51	2.324	1.69	1.204	0.931
2.8	2.664	2.491	2.309	1.685	1.211	0.944
3	2.659	2.485	2.306	1.688	1.223	0.96
3.2	2.666	2.49	2.314	1.699	1.239	0.979
3.4	2.83	2.505	2.329	1.715	1.26	1.001
3.6	2.708	2.527	2.352	1.737	1.283	1.025
3.8	2.74	2.555	2.381	1.762	1.309	1.051
4	2.778	2.589	2.414	1.791	1.337	1.078
4.2	2.82	2.627	2.452	1.822	1.367	1.107
4.4	2.867	2.67	2.494	1.857	1.399	1.136
4.6	2.917	2.716	2.538	1.893	1.432	1.167
4.8	2.971	2.765	2.586	1.932	1.466	1.199
5	3.028	2.817	2.636	1.972	1.501	1.231
5.2	3.087	2.871	2.688	2.013	1.538	1.264
