0.62	4.147	9.755	12.824	14.832	14.618	14.49
0.64	4.107	9.697	12.752	14.753	14.539	14.409
0.66	4.072	9.649	12.695	14.692	14.476	14.345
0.68	4.042	9.612	12.651	14.645	14.428	14.295
0.7	4.016	9.584	12.619	14.612	14.394	14.259
0.72	3.994	9.565	12.598	14.592	14.372	14.236
0.74	3.976	9.553	12.587	14.583	14.362	14.224
0.76	3.961	9.548	12.585	14.585	14.362	14.223
0.78	3.949	9.551	12.592	14.598	14.372	14.232
0.8	3.94	9.559	12.607	14.619	14.392	14.249
0.82	3.934	9.573	12.63	14.649	14.42	14.275
0.84	3.93	9.592	12.659	14.686	14.455	14.309
0.86	3.928	9.617	12.695	14.731	14.498	14.349
0.88	3.929	9.645	12.737	14.783	14.548	14.397
0.9	3.931	9.679	12.784	14.841	14.604	14.451
0.92	3.936	9.716	0	0	0	0
0.94	3.942	9.757	0	0	0	0
0.96	3.949	9.801	0	0	0	0
0.98	3.959	0	0	0	0	0
1	3.97	0	0	0	0	0
