20	0	0	0	0	0	0
25	0	0	0	0	0	0
30	0	0	0	0	0	0
35	3.082	3.499	2.896	2.494	2.988	2.69
40	3.449	3.821	3.216	2.797	3.256	2.944
45	3.823	4.161	3.546	3.105	3.541	3.212
50	4.203	4.513	3.883	3.417	3.837	3.489
55	4.586	4.876	4.225	3.731	4.142	3.773
60	4.973	5.245	4.571	4.048	4.453	4.062
65	5.361	5.62	4.919	4.367	4.769	4.355
70	5.752	5.999	5.27	4.687	5.089	4.651
75	6.143	6.382	5.622	5.008	5.411	4.95
80	6.536	6.767	5.976	5.33	5.736	5.251
85	6.93	7.155	6.331	5.652	6.064	5.553
90	7.325	7.544	6.687	5.975	6.392	5.857
95	7.72	7.935	7.044	6.298	6.723	6.162
100	8.116	8.328	7.402	6.622	7.054	6.468
110	0	0	0	0	0	0
120	0	0	0	0	0	0
130	0	0	0	0	0	0
140	0	0	0	0	0	0
150	0	0	0	0	0	0
160	0	0	0	0	0	0
170	0	0	0	0	0	0
180	0	0	0	0	0	0
190	0	0	0	0	0	0
200	0	0	0	0	0	0
210	0	0	0	0	0	0
220	0	0	0	0	0	0
230	0	0	0	0	0	0
240	0	0	0	0	0	0
250	0	0	0	0	0	0
