0	0	0	0	0	0	0
0.05	-0.028	-0.022	-0.018	-0.016	-0.005	-0.006
0.1	-0.051	-0.039	-0.033	-0.028	-0.009	-0.012
0.15	-0.07	-0.053	-0.045	-0.038	-0.011	-0.016
0.2	-0.083	-0.063	-0.053	-0.044	-0.012	-0.021
0.25	-0.092	-0.069	-0.057	-0.048	-0.012	-0.024
0.3	-0.096	-0.071	-0.058	-0.048	-0.01	-0.027
0.35	-0.096	-0.069	-0.056	-0.046	-0.006	-0.029
0.4	-0.09	-0.063	-0.05	-0.04	-0.002	-0.03
0.45	-0.08	-0.053	-0.04	-0.031	0.004	-0.03
0.5	-0.065	-0.039	-0.028	-0.02	0.012	-0.03
0.55	-0.045	-0.022	-0.011	-0.005	0.02	0.029
0.6	-0.02	0.000001	0.009	0.013	0.031	-0.028
0.65	0.009	0.026	0.032	0.034	0.042	-0.026
0.7	0.043	0.055	0.059	0.057	0.055	-0.023
0.75	0.082	0.089	0.089	0.084	0.069	-0.019
0.8	0.126	0.126	0.123	0.114	0.085	-0.015
0.85	0.174	0.167	0.106	0.147	0.102	-0.01
