0	0	0	0	0	0	0
0.02	-0.027	-0.007	-0.033	-0.008	-0.015	0.004
0.04	-0.052	-0.014	-0.064	-0.015	-0.03	0.005
0.06	-0.077	-0.019	-0.093	-0.023	-0.046	0.005
0.08	-0.101	-0.024	-0.119	-0.03	-0.061	0.001
0.1	-0.123	-0.028	-0.144	-0.037	-0.076	-0.004
0.12	-0.145	-0.03	-0.167	-0.044	-0.092	-0.012
0.14	-0.166	-0.032	-0.187	-0.05	-0.107	-0.023
0.16	-0.186	-0.033	-0.206	-0.057	-0.123	-0.036
0.18	-0.205	-0.033	-0.222	-0.063	-0.139	-0.051
0.2	-0.223	-0.032	-0.237	-0.069	-0.155	-0.069
0.22	-0.24	-0.03	-0.249	-0.075	-0.17	-0.089
0.24	-0.256	-0.027	-0.26	-0.081	-0.186	-0.111
0.26	-0.271	-0.023	-0.268	-0.087	-0.202	-0.136
0.28	-0.285	-0.019	-0.275	-0.092	-0.218	-0.163
0.3	-0.298	-0.013	-0.279	-0.098	-0.235	-0.193
0.32	-0.31	-0.007	-0.281	-0.103	-0.251	-0.224
0.34	-0.321	0.001	-0.281	-0.108	-0.267	-0.259
0.36	-0.331	0.009	-0.28	-0.113	-0.283	-0.296
0.38	-0.341	0.019	-0.276	-0.117	-0.3	-0.335
0.4	-0.349	0.029	-0.27	-0.122	-0.316	-0.376
