0.52	0	0	0	0	0	0
0.53	0	0	0	0	0	0
0.54	-8.303	0	0	0	0	0
0.55	-8.302	-4.504	-6.063	-7.007	-8.848	-9.879
0.56	-8.304	-4.526	-6.072	-7.01	-8.847	-9.885
0.57	-8.308	-4.548	-6.083	-7.016	-8.849	-9.894
0.58	-8.315	-4.572	-6.096	-7.023	-8.853	-9.906
0.59	-8.324	-4.596	-6.11	-7.033	-8.86	-9.92
0.6	-8.336	-4.622	-6.126	-7.044	-8.869	-9.938
0.61	-8.349	-4.648	-6.143	-7.058	-8.88	-9.957
0.62	-8.365	-4.675	-6.161	-7.072	-8.894	-9.979
0.63	-8.382	-4.703	-6.181	-7.089	-8.91	-10.003
0.64	-8.401	-4.731	-6.202	-7.107	-8.928	-10.03
0.65	-8.422	-4.76	-6.224	-7.126	-8.947	-10.058
0.66	-8.445	-4.79	-6.247	-7.147	-8.969	-10.088
0.67	-8.469	-4.821	-6.271	-7.169	-8.992	-10.12
0.68	-8.495	-4.852	-6.297	-7.192	-8.017	-10.154
0.69	-8.522	-4.884	-6.323	-7.217	-9.043	-10.19
0.7	-8.551	-4.915	-6.35	-7.243	-9.071	-10.227
